Accession,binding_site_count,n_sites_detected_2plus_libraries,n_sites_detected_3_libraries,max_detected_libraries,mean_detected_libraries,depth_max_35L33G,depth_mean_35L33G,depth_max_2J3,depth_mean_2J3,depth_max_polyclonal,depth_mean_polyclonal,entropy_max_35L33G,entropy_mean_35L33G,entropy_max_2J3,entropy_mean_2J3,entropy_max_polyclonal,entropy_mean_polyclonal,has_binding_site
NM_029851,1,1,0,2,2.0,,,29.0,29.0,19.0,19.0,,,0.619376289741,0.619376289741,1.09588715421,1.09588715421,True
NM_029852,12,5,3,3,1.6666666666666667,318.0,82.375,301.0,85.85714285714286,320.0,107.6,1.141355664,1.0173532780945,1.21363524575,0.9918100703857142,1.04656165134,0.9018566405882,True
NM_029862,1,1,1,3,3.0,15.0,15.0,21.0,21.0,7.0,7.0,1.05492016799,1.05492016799,0.598269588585,0.598269588585,0.6829081047,0.6829081047,True
NM_029868,19,9,5,3,1.736842105263158,781.0,113.16666666666667,1004.0,142.3,916.0,123.0909090909091,1.11294949251,0.9240372985545,1.08808863567,0.8443230929596,1.22843991664,0.8932639993615455,True
NM_029870,27,16,6,3,1.8148148148148149,79.0,35.0,119.0,34.8125,125.0,42.5,1.31150008308,0.878884580893,1.25681062328,0.9527827813958125,1.08889997535,0.8718703942187,True
NM_029872,20,11,6,3,1.85,394.0,120.9,372.0,89.33333333333333,402.0,112.83333333333333,1.19963654724,0.8964038444093999,1.13748620078,0.8876399685008667,1.1442489794,0.8405013298308334,True
NM_029880,5,2,1,3,1.6,66.0,47.666666666666664,72.0,54.0,48.0,31.333333333333332,1.06709389488,0.8837590379770001,0.654054810307,0.649882458397,0.974314752869,0.9198099966373334,True
NM_029884,4,2,1,3,1.75,44.0,33.0,55.0,40.5,38.0,38.0,1.3222894694,0.954121043852,1.17994144494,0.7868183293015001,0.878538173398,0.878538173398,True
NM_029885,13,8,3,3,1.8461538461538463,105.0,48.333333333333336,82.0,33.875,45.0,31.6,0.952199885722,0.7431335392693333,1.27549953958,0.88110408727125,1.34533043984,0.8111075226808999,True
NM_029891,1,0,0,1,1.0,,,88.0,88.0,,,,,0.927649013055,0.927649013055,,,True
NM_029924,1,0,0,1,1.0,,,25.0,25.0,,,,,0.943748952306,0.943748952306,,,True
NM_029933,1,1,1,3,3.0,59.0,59.0,45.0,45.0,21.0,21.0,1.00644094982,1.00644094982,0.909362653725,0.909362653725,1.07101854241,1.07101854241,True
NM_029934,5,1,1,3,1.4,31.0,23.2,19.0,19.0,16.0,16.0,1.28881004699,0.9622886822472001,0.691761498852,0.691761498852,0.921493430868,0.921493430868,True
NM_029936,23,15,5,3,1.8695652173913044,187.0,71.75,222.0,73.11111111111111,305.0,91.76923076923077,1.15970495641,0.8601770632714166,1.23714071803,0.8644685984254444,1.16399672587,0.8963567273094615,True
NM_029938,6,4,4,3,2.3333333333333335,968.0,438.25,1226.0,398.8,1044.0,350.2,1.13771667205,0.8872936717087501,1.17664911911,0.9878200244856,1.12939138399,0.9065077789745999,True
NM_029942,6,4,2,3,2.0,42.0,24.666666666666668,103.0,41.333333333333336,38.0,31.0,1.0265199073,0.8463751970506667,1.0662136214,0.8701518749001668,0.989651634333,0.77119675026,True
NM_029943,2,1,0,2,1.5,,,12.0,12.0,30.0,24.0,,,0.679193265992,0.679193265992,1.02751701477,1.0042533486075,True
NM_029948,3,1,0,2,1.3333333333333333,20.0,18.5,44.0,44.0,27.0,27.0,1.08889997535,1.0720007967599998,0.692113766678,0.692113766678,0.989651634333,0.989651634333,True
NM_029951,7,3,2,3,1.7142857142857142,48.0,31.333333333333332,37.0,27.5,46.0,26.0,0.692278873656,0.6820743715833334,1.08518861297,0.9305470368399998,0.918045918066,0.8024311620229999,True
NM_029963,9,2,2,3,1.4444444444444444,207.0,92.5,369.0,104.33333333333333,243.0,128.33333333333334,0.972480932338,0.91161507510325,1.21300756598,1.0364674569168333,0.95915315832,0.8212557172566667,True
NM_029967,3,2,0,2,1.6666666666666667,66.0,48.666666666666664,40.0,40.0,21.0,21.0,1.07899220788,0.8265263313796667,1.12958417081,1.12958417081,1.03536056068,1.03536056068,True
NM_029976,14,9,5,3,2.0,250.0,81.4,216.0,80.77777777777777,167.0,62.0,1.09726736313,0.8540794332760999,1.09804893968,0.841545412657,1.35067627716,0.9581359555693333,True
NM_029977,2,0,0,1,1.0,13.0,13.0,,,31.0,31.0,1.0579054247,1.0579054247,,,0.982798894577,0.982798894577,True
NM_029978,2,1,1,3,2.0,36.0,20.0,32.0,32.0,30.0,30.0,1.03972077084,0.9790742779165,0.621086374555,0.621086374555,0.803314976141,0.803314976141,True
NM_029985,6,3,2,3,1.8333333333333333,52.0,34.5,24.0,19.5,36.0,25.2,1.09507786212,0.981057504724,0.983961446001,0.753961304102,1.13756108205,0.8900315581788,True
NM_029988,9,7,2,3,2.0,53.0,24.25,120.0,38.285714285714285,101.0,36.857142857142854,1.21981322423,0.93717987578975,1.04335342694,0.8834898376714285,1.28605733687,0.8388204496214285,True
NM_029998,8,7,2,3,2.125,56.0,37.333333333333336,84.0,46.0,68.0,24.0,1.07173009411,0.8342048092191666,1.070024955,0.8772464729812499,1.07173009411,0.8889998921238572,True
NM_030004,1,1,1,3,3.0,19.0,19.0,28.0,28.0,10.0,10.0,0.680629487892,0.680629487892,0.789687446643,0.789687446643,0.950270539233,0.950270539233,True
NM_030013,13,7,5,3,1.9230769230769231,301.0,66.0,315.0,80.375,395.0,89.0,1.14573774116,0.8411381008584444,1.13555069716,0.78539756396375,1.57500717661,0.85120547551425,True
NM_030014,32,18,10,3,1.875,511.0,89.69565217391305,329.0,93.33333333333333,464.0,113.25,1.12163973683,0.8667789401836956,1.17556725536,0.8480318517851904,1.1469577371,0.8775307274654375,True
NM_030016,1,1,1,3,3.0,65.0,65.0,34.0,34.0,113.0,113.0,1.17269148026,1.17269148026,0.962907949385,0.962907949385,1.08490960596,1.08490960596,True
NM_030026,10,4,2,3,1.6,38.0,23.285714285714285,46.0,19.8,42.0,31.5,1.06085694716,0.8237099826101428,1.37622660434,0.9952124340280001,0.974314752869,0.84046118020225,True
NM_030035,65,36,22,3,1.8923076923076922,401.0,65.25,302.0,66.76923076923077,437.0,61.95454545454545,1.29054076791,0.89942394299045,1.36913285652,0.9391604400520512,1.24718072022,0.8806195698558181,True
NM_030037,1,1,1,3,3.0,166.0,166.0,149.0,149.0,145.0,145.0,0.978303013666,0.978303013666,1.05907360946,1.05907360946,1.21446600062,1.21446600062,True
NM_030046,20,12,6,3,1.9,838.0,173.71428571428572,855.0,230.72727272727272,620.0,146.15384615384616,1.4411908152,0.9626730080253572,1.29263726723,0.892144330177,1.3976829033,0.9097323178574614,True
NM_030064,7,5,1,3,1.8571428571428572,90.0,43.0,66.0,57.5,123.0,56.0,1.1493242625,0.884144198442,1.10268512628,0.829372329566,1.25051199336,0.8967720154735,True
NM_030082,6,3,2,3,1.8333333333333333,50.0,34.0,45.0,37.5,34.0,23.5,1.08258318686,0.8784662086107999,0.983312224738,0.953739803761,0.983104766269,0.89299491145925,True
NM_030083,2,0,0,1,1.0,,,,,67.0,66.0,,,,,1.33216359133,1.0718130562505,True
NM_030084,6,4,1,3,1.8333333333333333,54.0,41.0,61.0,33.4,41.0,29.0,1.25634997136,0.7241255564467499,1.08889997535,0.8896104835536001,1.01886916112,0.995358966178,True
NM_030087,4,3,2,3,2.25,114.0,63.666666666666664,52.0,31.5,76.0,54.5,0.867497632671,0.7950161036603333,1.03619878482,0.8553695735160001,0.896201171331,0.67796434307625,True
NM_030096,8,6,3,3,2.125,531.0,151.16666666666666,508.0,204.2,675.0,200.0,1.10192775011,0.8914191858861665,0.976351209024,0.7538989967736,1.21909415982,0.9387075688206666,True
NM_030114,23,11,5,3,1.6956521739130435,100.0,40.09090909090909,39.0,30.416666666666668,83.0,40.3125,1.2822369112,0.8821297246481818,1.25375593803,0.9235269071259168,1.08681422402,0.7795619674825625,True
NM_030116,9,6,2,3,1.8888888888888888,83.0,52.0,174.0,52.8,58.0,29.0,1.22028658038,0.9071200243168571,1.02401022029,0.8326061019658001,1.09606732845,0.8898554061719999,True
NM_030131,13,9,7,3,2.230769230769231,312.0,106.81818181818181,208.0,98.11111111111111,193.0,88.22222222222223,1.18451991202,0.8665645811238182,1.05389705752,0.8521107167424444,1.09022660075,0.8759712557861111,True
NM_030138,12,6,2,3,1.6666666666666667,50.0,28.666666666666668,49.0,34.8,47.0,35.666666666666664,1.27623420804,0.9261704239916667,1.28053404752,0.9345644373158001,1.2326432845,0.8885223223203335,True
NM_030141,1,0,0,1,1.0,,,,,5.0,5.0,,,,,1.05492016799,1.05492016799,True
NM_030147,21,10,5,3,1.7142857142857142,110.0,41.785714285714285,81.0,43.75,66.0,30.7,1.08352912132,0.8017503324451428,1.31576632536,0.9182293440096667,1.08134486824,0.882215827451,True
NM_030153,12,8,4,3,2.0,564.0,121.11111111111111,482.0,110.28571428571429,584.0,112.5,1.31011305585,1.003824741400778,1.23737709921,0.9860157547008571,1.38241650157,0.8670860486115,True
NM_030165,5,4,2,3,2.2,171.0,60.6,119.0,87.5,112.0,60.75,1.10861054333,0.9438430640069999,1.00749336833,0.994563172405,1.06094424079,0.77237466232925,True
NM_030167,2,0,0,1,1.0,17.0,17.0,21.0,21.0,,,1.05510161817,1.05510161817,1.0917862381,1.0917862381,,,True
NM_030168,17,8,3,3,1.6470588235294117,57.0,32.77777777777778,141.0,49.54545454545455,129.0,49.875,1.09283055353,0.8302819168717778,1.09895888783,0.9486126754745455,1.09005965871,0.94946491928975,True
NM_030178,8,5,2,3,1.875,67.0,34.166666666666664,116.0,38.0,51.0,27.333333333333332,1.20470016086,0.8558626797765,1.00424247305,0.88693917317,1.06078997887,0.745836096518,True
NM_030179,3,2,2,3,2.3333333333333335,22.0,22.0,21.0,21.0,24.0,21.333333333333332,1.08436295087,0.835157784587,1.0917862381,0.8450279133425,1.03972077084,0.828393634257,True
NM_030184,1,0,0,1,1.0,,,8.0,8.0,,,,,0.974314752869,0.974314752869,,,True
NM_030187,1,0,0,1,1.0,,,,,31.0,31.0,,,,,1.13836668535,1.13836668535,True
NM_030197,15,11,5,3,2.066666666666667,151.0,63.111111111111114,202.0,84.5,182.0,56.416666666666664,1.31441102145,0.9288305168575555,1.32370126596,0.9185264916578,1.21055784418,0.8375943617467501,True
NM_030201,18,11,4,3,1.8333333333333333,212.0,69.41666666666667,160.0,68.88888888888889,177.0,67.08333333333333,1.3207564575,0.9642632569564166,1.15669726935,0.9212791121263333,1.20700541322,0.8133104692259999,True
NM_030205,2,1,0,2,1.5,23.0,23.0,,,9.0,8.5,0.805827479057,0.805827479057,,,0.900256051269,0.768385109782,True
NM_030209,1,1,1,3,3.0,36.0,36.0,24.0,24.0,21.0,21.0,1.31606857155,1.31606857155,1.00546682933,1.00546682933,1.07101854241,1.07101854241,True
NM_030211,1,0,0,1,1.0,,,,,9.0,9.0,,,,,0.848685557726,0.848685557726,True
NM_030225,16,16,8,3,2.5,150.0,83.78571428571429,147.0,87.25,209.0,80.64285714285714,1.35459868487,0.8611581470399285,1.25958369325,0.8884623756086666,1.23567000067,0.8951144890383571,True
NM_030229,1,1,1,3,3.0,13.0,13.0,19.0,19.0,8.0,8.0,0.690185676019,0.690185676019,0.623654849568,0.623654849568,0.900256051269,0.900256051269,True
NM_030235,2,2,2,3,3.0,27.0,20.5,17.0,15.0,52.0,38.5,1.06094424079,0.8600483723065,1.01760298612,0.8419407142675,1.28159047321,0.9163352006485,True
NM_030238,107,78,41,3,2.1121495327102804,2647.0,168.3918918918919,2902.0,163.52702702702703,2705.0,168.0,1.37344685951,0.8847997611748919,1.37212285268,0.8614763534717703,1.42876573625,0.9022458063552179,True
NM_030246,4,2,0,2,1.5,17.0,14.0,10.0,8.0,14.0,13.0,1.09005965871,1.05922691271,0.943348392329,0.789931280312,0.830471712436,0.754832489214,True
NM_030248,11,4,4,3,1.7272727272727273,82.0,44.5,106.0,66.16666666666667,143.0,56.0,1.03619878482,0.8220346765961251,1.22309228411,0.840515868107,1.33874645925,0.9196828045265999,True
NM_030249,7,6,1,3,2.0,128.0,55.75,66.0,37.2,41.0,24.6,1.19518175697,0.86021235027375,1.02633063329,0.884036465166,1.09507786212,0.906179219951,True
NM_030250,16,12,7,3,2.1875,276.0,91.6923076923077,371.0,118.54545454545455,351.0,120.81818181818181,1.25423996838,0.9523632874833077,1.28663951117,0.8739255388399091,1.27599492829,0.8970332874580909,True
NM_030251,3,3,0,2,2.0,37.0,25.5,13.0,12.5,20.0,13.0,0.892117870819,0.719287146534,1.07339428128,0.8178647129495,1.04865378936,1.0300290270349999,True
NM_030252,9,8,4,3,2.3333333333333335,223.0,98.0,301.0,109.42857142857143,292.0,79.83333333333333,1.19458233833,0.945512460503375,0.934008936469,0.7552512489281428,0.945343836587,0.7763706786253334,True
NM_030256,1,0,0,1,1.0,10.0,10.0,,,,,0.801818552543,0.801818552543,,,,,True
NM_030257,8,5,2,3,1.875,111.0,36.0,81.0,32.166666666666664,161.0,52.6,1.0579054247,0.906184032351,1.27697963663,0.9858041659006668,1.09280313651,0.8420498190724001,True
NM_030262,8,3,0,2,1.375,125.0,66.2,148.0,83.75,33.0,27.5,1.03972077084,0.9207639697272001,1.07338362034,0.7835115955385,1.08436295087,0.8699223623854999,True
NM_030557,7,5,0,2,1.7142857142857142,19.0,16.0,35.0,25.5,39.0,21.833333333333332,1.24879935829,0.97500795793225,0.979018094406,0.950255762637,1.09606732845,0.7567800691261667,True
NM_030560,10,7,2,3,1.9,125.0,49.25,109.0,57.142857142857146,196.0,63.5,1.06469102175,0.90769204560175,1.06094424079,0.8540006367671429,1.06758738733,0.8892883304578749,True
NM_030561,3,2,1,3,2.0,89.0,49.333333333333336,99.0,63.5,40.0,40.0,1.24713493013,1.0814738073153334,0.973990932983,0.7478803835035,1.02048337116,1.02048337116,True
NM_030563,19,12,7,3,2.0,226.0,74.0,275.0,83.58333333333333,318.0,89.3076923076923,1.21445548944,0.8882673935442308,1.01596387882,0.8610596075653333,1.21273134811,0.9080512358121537,True
NM_030595,6,2,1,3,1.5,49.0,39.0,42.0,23.2,17.0,15.0,1.52439383565,1.1540808522044999,1.08930967896,0.9879644014792,0.868719682914,0.7044619126515,True
NM_030596,1,0,0,1,1.0,,,,,14.0,14.0,,,,,1.03460123291,1.03460123291,True
NM_030597,6,4,2,3,2.0,125.0,62.25,180.0,96.33333333333333,174.0,61.6,1.00956748589,0.78430573058,0.714642445956,0.6852554603923333,1.03444933212,0.8874315959565999,True
NM_030609,7,7,6,3,2.857142857142857,690.0,366.42857142857144,794.0,383.0,707.0,403.8333333333333,1.02743192569,0.8651016894218572,1.04765678457,0.8203241976562856,1.12556482094,0.9376455706083333,True
NM_030675,2,1,1,3,2.0,97.0,97.0,74.0,74.0,44.0,30.0,0.802477271983,0.802477271983,0.630086144559,0.630086144559,1.04335342694,0.91634196248,True
NM_030676,19,12,3,3,1.7894736842105263,113.0,36.666666666666664,59.0,32.111111111111114,99.0,40.4,1.32443936667,0.9176343620018,1.25198942081,0.8825807404598889,1.17483248391,0.7791972360451,True
NM_030677,1,0,0,1,1.0,,,,,7.0,7.0,,,,,0.955699891113,0.955699891113,True
NM_030678,1,0,0,1,1.0,,,,,15.0,15.0,,,,,1.00961375817,1.00961375817,True
NM_030690,30,16,7,3,1.7666666666666666,188.0,46.92857142857143,190.0,42.10526315789474,121.0,47.8,1.1678165655,0.9159337015226429,1.14693328208,0.8966033100197369,1.45489337267,0.8729837804356,True
NM_030693,1,1,0,2,2.0,,,18.0,18.0,22.0,22.0,,,0.590842246276,0.590842246276,0.859967281036,0.859967281036,True
NM_030694,4,1,1,3,1.5,18.0,18.0,26.0,23.0,19.0,19.0,0.933823851715,0.933823851715,0.994923632572,0.91733788215875,0.658109987543,0.658109987543,True
NM_030695,13,9,2,3,1.8461538461538463,103.0,34.142857142857146,75.0,39.57142857142857,71.0,32.7,1.07952957333,0.8811788834982857,1.3766274357,1.0324203027927144,1.3337360272,0.9037466215348001,True
NM_030697,5,4,1,3,2.0,24.0,24.0,67.0,35.4,52.0,25.25,0.919173829382,0.919173829382,1.08135845343,0.8492375494276001,1.18041407842,0.94367896464725,True
NM_030700,1,0,0,1,1.0,,,,,20.0,20.0,,,,,0.998579331587,0.998579331587,True
NM_030705,1,1,1,3,3.0,36.0,36.0,111.0,111.0,80.0,80.0,1.1772337546,1.1772337546,1.46291334737,1.46291334737,1.01053608529,1.01053608529,True
NM_030714,2,2,0,2,2.0,58.0,43.0,23.0,20.0,,,1.05113595095,0.946448787918,1.0027399544,0.8086216373555,,,True
NM_030717,1,1,0,2,2.0,34.0,34.0,26.0,26.0,,,1.09775535406,1.09775535406,1.07987533119,1.07987533119,,,True
NM_030722,32,19,9,3,1.875,131.0,43.208333333333336,136.0,48.25,151.0,52.1,1.07080785955,0.8310176487152917,1.06120844091,0.8725877895906875,1.18832142972,0.8582635475542499,True
NM_030729,2,0,0,1,1.0,,,11.0,10.0,,,,,0.994923632572,0.9659059700554999,,,True
NM_030730,15,5,2,3,1.4666666666666666,101.0,43.0,127.0,39.55555555555556,134.0,35.125,1.11472947504,0.9109143727036001,1.07899220788,0.8356218544033334,1.38408084867,0.930882730448,True
NM_030733,1,0,0,1,1.0,24.0,24.0,,,,,1.05938459334,1.05938459334,,,,,True
NM_030743,1,0,0,1,1.0,,,,,16.0,16.0,,,,,0.831402520496,0.831402520496,True
NM_030886,43,30,17,3,2.0930232558139537,402.0,64.6896551724138,577.0,70.0909090909091,669.0,79.14285714285714,1.26436573672,0.9193982752107587,1.20267300722,0.9144590201491818,1.29668903574,0.9058828715929286,True
NM_030887,1,1,1,3,3.0,35.0,35.0,21.0,21.0,23.0,23.0,1.0220089142,1.0220089142,0.92858450744,0.92858450744,0.754785495018,0.754785495018,True
NM_031156,21,15,9,3,2.142857142857143,71.0,35.0,98.0,44.75,95.0,39.93333333333333,1.19073196244,0.9538467939746111,1.25663790675,0.8687922598625833,1.28323355677,0.7820829432512,True
NM_031165,19,19,16,3,2.8421052631578947,6126.0,1291.8125,6159.0,1145.842105263158,7114.0,1241.7368421052631,1.28475375934,0.92923764991075,1.24804870271,0.9489612901186844,1.28245553243,0.8770165269899474,True
NM_031177,1,0,0,1,1.0,19.0,19.0,,,,,1.06011893594,1.06011893594,,,,,True
NM_031184,3,3,1,3,2.3333333333333335,18.0,16.0,16.0,15.5,30.0,26.666666666666668,0.955699891113,0.7732710686945,1.04375703633,0.864535621803,1.07603420911,0.849183486407,True
NM_031185,54,41,28,3,2.2777777777777777,3116.0,402.2,2824.0,367.15384615384613,3362.0,345.8636363636364,1.26614025596,0.8619405242111251,1.28539022771,0.876869374736282,1.29245515603,0.8724614211438637,True
NM_031249,11,6,3,3,1.8181818181818181,54.0,29.444444444444443,66.0,24.2,70.0,26.5,1.14595882707,0.9107201136951111,1.09901818951,0.8400792048901999,1.3028828891,0.9602577975595,True
NM_031251,2,2,0,2,2.0,43.0,34.0,,,17.0,15.0,0.991849426002,0.809359441787,,,1.05510161817,0.7976528802795,True
NM_031256,5,2,0,2,1.4,17.0,13.5,47.0,35.0,34.0,28.0,1.02839416671,0.8507029168595,0.91896398312,0.8828488534105,0.958691859325,0.8342486864966667,True
NM_031257,5,1,1,3,1.4,106.0,106.0,71.0,43.0,92.0,49.25,0.7262698369,0.7262698369,1.00961375817,0.9336607650125,0.936888307539,0.825019327008,True
NM_031260,3,2,1,3,2.0,31.0,27.0,7.0,7.0,17.0,16.0,1.09141456179,0.8935172852896667,0.6829081047,0.6829081047,0.950270539233,0.799759447052,True
NM_031373,2,0,0,1,1.0,12.0,12.0,,,17.0,17.0,1.01140426471,1.01140426471,,,1.07338362034,1.07338362034,True
NM_031375,7,4,2,3,1.8571428571428572,153.0,87.66666666666667,148.0,70.0,153.0,52.166666666666664,1.01140426471,0.8627011674963333,1.01628113625,0.866778942446,1.07899220788,0.7947775647531667,True
NM_031391,19,10,5,3,1.7894736842105263,275.0,80.36363636363636,319.0,81.36363636363636,275.0,77.5,1.29379162358,0.9871112031341819,1.24668031078,0.9571183339500909,1.35419681817,0.8889013685751667,True
NM_031403,3,2,1,3,2.0,34.0,21.5,42.0,42.0,30.0,30.0,1.06085694716,0.8333272232660001,1.13756108205,1.0472686415865,0.720124881272,0.673253059068,True
NM_031408,8,5,2,3,1.875,41.0,26.4,26.0,18.833333333333332,35.0,26.25,1.16497039443,0.934405593024,1.01164218274,0.8593266082031668,0.994923632572,0.83401659591625,True
NM_031843,3,1,1,3,1.6666666666666667,52.0,52.0,69.0,52.5,52.0,33.5,1.31579288523,1.31579288523,1.1078758665,1.046723796558,1.08518861297,1.02633843219,True
NM_031863,2,1,0,2,1.5,39.0,39.0,11.0,11.0,26.0,26.0,0.594880254189,0.594880254189,0.934769897858,0.934769897858,1.21786246637,1.21786246637,True
NM_031868,22,14,8,3,2.0,505.0,137.93333333333334,696.0,149.21428571428572,452.0,125.33333333333333,1.11774557871,0.8567069989914,1.08022878598,0.7868894144072858,1.13383791619,0.8613010143002667,True
NM_031871,4,0,0,1,1.0,,,,,57.0,30.25,,,,,1.32827566715,1.0677179879165,True
NM_031881,10,6,3,3,1.9,63.0,46.833333333333336,87.0,55.8,95.0,49.625,1.11850203956,0.889932047431,1.06272798138,0.83036124591,1.31434140464,0.909794107862,True
NM_031999,6,4,2,3,2.0,60.0,31.0,65.0,40.4,74.0,36.25,1.08219553004,0.9843905892413333,0.909707710327,0.8470850158000001,1.05938459334,0.8677329016562499,True
NM_032002,1,1,0,2,2.0,16.0,16.0,,,12.0,12.0,1.07173009411,1.07173009411,,,0.679193265992,0.679193265992,True
NM_032003,3,3,1,3,2.3333333333333335,64.0,41.333333333333336,57.0,39.333333333333336,80.0,80.0,1.46813993902,1.102621008819,1.07601482493,0.8982322215593332,1.01825765855,1.01825765855,True
NM_032393,4,2,0,2,1.5,22.0,18.0,15.0,11.0,15.0,15.0,1.05947829265,0.9090652208853335,0.970115783987,0.96290783755,1.09861228867,1.09861228867,True
NM_032396,7,2,1,3,1.4285714285714286,57.0,34.666666666666664,65.0,36.0,69.0,62.5,1.31666818133,1.0209836553673333,1.27115029028,1.1369794749267998,1.17597458705,1.021682859695,True
NM_032544,1,1,0,2,2.0,20.0,20.0,,,25.0,25.0,1.04865378936,1.04865378936,,,0.707785886568,0.707785886568,True
NM_033037,3,1,0,2,1.3333333333333333,20.0,20.0,8.0,8.0,24.0,20.5,0.818808456223,0.818808456223,0.661563238158,0.661563238158,1.05510161817,1.043922715865,True
NM_033072,5,3,2,3,2.0,81.0,34.0,46.0,27.0,63.0,28.5,1.05510161817,0.9854762700696668,1.31972992152,0.9442160663773334,0.906071405179,0.7406716524425,True
NM_033077,1,1,0,2,2.0,,,26.0,26.0,19.0,19.0,,,1.0579054247,1.0579054247,0.680629487892,0.680629487892,True
NM_033080,5,3,1,3,1.8,38.0,28.0,47.0,29.5,52.0,33.666666666666664,0.851485487471,0.7211638668735,0.932748196725,0.8455798788297499,1.06120844091,1.0017374557456666,True
NM_033134,1,0,0,1,1.0,,,3.0,3.0,,,,,1.09861228867,1.09861228867,,,True
NM_033217,8,5,3,3,2.0,97.0,48.833333333333336,89.0,46.0,117.0,43.6,1.31720122145,1.1248641621298334,1.0905425817,0.8523373507896,1.28862908355,0.9910296456857999,True
NM_033270,4,2,1,3,1.75,27.0,18.25,27.0,23.5,14.0,14.0,1.11636707529,0.98354767276325,1.16552443993,0.9010193041125,0.655975732337,0.655975732337,True
NM_033320,30,19,9,3,1.9333333333333333,239.0,57.714285714285715,273.0,57.55555555555556,314.0,59.73684210526316,1.36352543263,0.8886329343824761,1.26583216108,0.9566789190327777,1.25466867348,0.8467414704300001,True
NM_033322,4,1,0,2,1.25,14.0,14.0,25.0,25.0,62.0,35.333333333333336,1.00424247305,1.00424247305,1.05124351862,1.05124351862,1.14986392179,0.9894093690823332,True
NM_033324,21,15,8,3,2.0952380952380953,62.0,30.529411764705884,98.0,35.84615384615385,74.0,35.714285714285715,1.08889997535,0.9116056132531765,1.3079427534,0.9392804477870769,1.0979923064,0.8009729671287857,True
NM_033325,4,0,0,1,1.0,52.0,35.5,22.0,21.5,,,1.12027226035,1.090195598145,1.0376517998,1.0182961633,,,True
NM_033370,19,11,5,3,1.8421052631578947,124.0,57.833333333333336,137.0,55.714285714285715,156.0,83.44444444444444,1.13691659183,0.9219815777889999,1.26538493159,0.886672805297,0.986758705845,0.8571902263804445,True
NM_033371,1,1,1,3,3.0,134.0,134.0,110.0,110.0,165.0,165.0,1.16563378947,1.16563378947,1.04796020643,1.04796020643,0.798942383186,0.798942383186,True
NM_033398,11,10,5,3,2.3636363636363638,80.0,35.5,61.0,28.88888888888889,70.0,22.77777777777778,1.09337471756,0.878745240084625,1.25554222874,0.7611526721473333,1.06835833888,0.8296080896984444,True
NM_033444,11,8,2,3,1.9090909090909092,42.0,24.0,40.0,21.166666666666668,24.0,15.8,1.07613028397,0.8507013992796001,1.44518587895,0.9792337440125,1.10562460482,0.8297090539199999,True
NM_033474,3,1,0,2,1.3333333333333333,26.0,25.5,,,52.0,29.5,1.0123308391,0.9565276007345,,,1.07899220788,0.9809098757275001,True
NM_033475,3,1,1,3,1.6666666666666667,50.0,28.5,20.0,20.0,140.0,97.0,1.07899220788,0.839737558063,0.997271523182,0.997271523182,0.941020424527,0.854336080998,True
NM_033521,13,10,7,3,2.3076923076923075,486.0,169.91666666666666,401.0,149.63636363636363,552.0,273.85714285714283,1.18067935078,0.8836555028673333,1.1812674012,0.8215979478764546,1.23565257494,0.9086545403551429,True
NM_033561,17,15,10,3,2.4705882352941178,1171.0,200.69230769230768,1483.0,207.85714285714286,1646.0,213.26666666666668,1.10821535519,0.9021024333086154,1.18928816799,0.8915682155921428,1.32680161571,0.9083118526444667,True
NM_033562,11,7,4,3,2.0,76.0,42.714285714285715,92.0,45.888888888888886,86.0,42.666666666666664,1.06187462377,0.8991972680244286,1.07755632707,0.9296390016512223,1.47881200065,0.910804104409,True
NM_033563,1,0,0,1,1.0,,,,,90.0,90.0,,,,,0.940923959087,0.940923959087,True
NM_033564,4,1,0,2,1.25,49.0,49.0,24.0,21.0,22.0,19.5,0.935967367992,0.935967367992,0.867563228481,0.6986347137694999,1.18741576984,1.135889360355,True
NM_033565,72,52,25,3,2.0694444444444446,621.0,100.61224489795919,481.0,96.92307692307692,548.0,103.02083333333333,1.3644303654,0.8876631291471224,1.26947499771,0.8544515002936539,1.38666936168,0.8466801371689584,True
NM_033569,13,5,0,2,1.3846153846153846,120.0,42.333333333333336,118.0,57.0,45.0,26.25,0.993762681982,0.8562870316786667,1.06882067283,0.853183147092875,1.33235219252,1.078876895397,True
NM_033570,9,5,3,3,1.8888888888888888,501.0,126.4,545.0,102.25,760.0,225.25,1.26637145223,0.9273346536353999,1.31023087006,0.966191859685,1.46311280106,1.194042124741,True
NM_033573,8,3,2,3,1.625,172.0,52.6,173.0,64.2,242.0,98.33333333333333,1.34515292187,1.0122719787598,1.32692497286,0.9558758357636,1.2469826399,1.1102351676066666,True
NM_033595,12,9,2,3,1.9166666666666667,44.0,26.88888888888889,68.0,34.0,83.0,35.5,1.05947829265,0.8326824853031112,1.02075434647,0.78767892666,1.09669266331,0.83289834742075,True
NM_033596,2,2,1,3,2.5,29.0,24.5,35.0,21.0,15.0,15.0,1.02965301406,0.9232141692035,0.746694433055,0.67248201082,0.673011667009,0.673011667009,True
NM_033602,1,1,1,3,3.0,34.0,34.0,12.0,12.0,19.0,19.0,0.918511402406,0.918511402406,1.02818385933,1.02818385933,0.576334127757,0.576334127757,True
